,Tag,Reader,Antenna,rssi
25:07.1,11000C0YLE000A07PS2,Adpter,4,-58
25:07.1,10200C0YLE000A07PT3,Adpter,4,-62
25:07.1,1000C50YLE000A07PW1,Adpter,4,-67.5
25:07.1,1000C0Y7LE000A07QG6,Adpter,4,-54
25:07.1,1000C06YLE000A07QF6,Adpter,4,-60
25:07.1,10004C0YLE000A07QM8,Adpter,4,-60
25:07.1,1000C0Y7LE000A07QG9,Adpter,4,-61.5
25:07.1,1000C0Y7LE000A07QG8,Adpter,4,-52.5
25:07.1,1000C50YLE000A07QE7,Adpter,4,-67
25:07.1,1000C06YLE000A07QO8,Adpter,4,-66.5
25:07.1,10030C0YLE000A07QC7,Adpter,4,-65.5
25:07.1,10030C0YLE000A07QC6,Adpter,4,-66
25:07.1,10200C0YLE000A07PT1,Adpter,4,-65.5
25:07.1,10200C0YLE000A07PT2,Adpter,4,-64.5
25:07.1,1000C06YLE000A07Q69,Adpter,4,-67
25:07.1,10004C0YLE000A07QD7,Adpter,4,-63.5
25:07.2,1000C50YLE000A07QE5,Adpter,4,-58
25:07.2,11000C0YLE000A07PS2,Adpter,4,-58.5
25:07.2,1000C50YLE000A07QE6,Adpter,4,-65.5
25:07.2,1000C06YLE000A07QF6,Adpter,4,-61.5
25:07.2,1000C0Y7LE000A07QG9,Adpter,4,-60.5
25:07.2,10004C0YLE000A07QM7,Adpter,4,-57
25:07.2,10004C0YLE000A07QD7,Adpter,4,-64
25:07.2,10030C0YLE000A07QC6,Adpter,4,-66.5
25:07.2,1000C0Y7LE000A07QG8,Adpter,4,-55
25:07.2,1000C50YLE000A07QE7,Adpter,4,-64
25:07.2,11000C0YLE000A07PS3,Adpter,4,-61.5
25:07.2,10004C0YLE000A07QM8,Adpter,4,-57
25:07.2,1000C0YLE9000A07Q96,Adpter,4,-62.5
25:07.2,10004C0YLE000A07QM9,Adpter,4,-55
25:07.2,10200C0YLE000A07QB8,Adpter,4,-52.5
25:07.2,1000C0Y7LE000A07PY0,Adpter,4,-65
25:07.2,1000C50YLE000A07QN0,Adpter,4,-66
25:07.2,1000C0Y7LE000A07QG6,Adpter,4,-53.5
25:07.2,10030C0YLE000A07QU5,Adpter,4,-65
25:07.2,1000C50YLE000A07Q56,Adpter,4,-61.5
25:07.2,1000C06YLE000A07QO8,Adpter,4,-65.5
25:07.2,1000C06YLE000A07Q69,Adpter,4,-68
25:07.2,10200C0YLE000A07PT2,Adpter,4,-66
25:07.2,10004C0YLE000A07QM6,Adpter,4,-58
25:07.2,10200C0YLE000A07QB9,Adpter,4,-59
25:07.2,10200C0YLE000A07PT3,Adpter,4,-63
25:07.2,10200C0YLE000A07PT1,Adpter,4,-64.5
25:07.2,10030C0YLE000A07QC7,Adpter,4,-64
25:07.2,1000C0YL8E000A07PZ5,Adpter,4,-67
25:07.2,1000C50YLE000A07QE8,Adpter,4,-69.5
25:07.4,1000C0YLE9000A07QR6,Adpter,4,-58.5
25:07.4,1000C50YLE000A07PW4,Adpter,4,-57.5
25:07.4,1000C0Y7LE000A07PY3,Adpter,4,-63
25:07.6,10004C0YLE000A07QM7,Adpter,4,-48.5
25:07.6,10200C0YLE000A07QK8,Adpter,4,-51
25:07.6,1000C50YLE000A07PW5,Adpter,4,-52.5
25:07.6,10004C0YLE000A07QM9,Adpter,4,-50.5
25:07.6,1000C50YLE000A07Q53,Adpter,4,-49.5
25:07.6,1000C0Y7LE000A07QG8,Adpter,4,-42
25:07.6,10004C0YLE000A07QD5,Adpter,4,-51
25:07.6,1000C0Y7LE000A07QG9,Adpter,4,-49
25:07.6,10200C0YLE000A07QB9,Adpter,4,-49
25:07.6,1000C0YLE9000A07Q92,Adpter,4,-52.5
25:07.6,1000C0Y7LE000A07QP3,Adpter,4,-50
25:07.6,10200C0YLE000A07QB8,Adpter,4,-45
25:07.6,1000C0Y7LE000A07QG6,Adpter,4,-47
25:07.6,10004C0YLE000A07QM6,Adpter,4,-47
25:07.6,1000C06YLE000A07Q65,Adpter,4,-50
25:07.6,1000C06YLE000A07QF5,Adpter,4,-49.5
25:07.6,1000C0YLE9000A07Q94,Adpter,4,-48
25:07.6,1000C0Y7LE000A07Q71,Adpter,4,-48.5
25:07.6,10004C0YLE000A07QD7,Adpter,4,-47
25:07.6,11000C0YLE000A07Q17,Adpter,4,-50.5
25:07.6,1000C0YL8E000A07PZ5,Adpter,4,-57
25:07.6,1000C50YLE000A07PW4,Adpter,4,-47.5
25:07.6,1000C50YLE000A07QE9,Adpter,4,-61.5
25:07.6,1000C06YLE000A07Q68,Adpter,4,-57.5
25:07.6,1000C50YLE000A07QE6,Adpter,4,-64
25:07.6,1000C06YLE000A07Q60,Adpter,4,-54
25:07.6,1000C50YLE000A07QE7,Adpter,4,-47
25:07.6,1000C06YLE000A07QO8,Adpter,4,-55
25:07.6,10030C0YLE000A07QC7,Adpter,4,-52.5
25:07.6,1000C50YLE000A07QE5,Adpter,4,-49.5
25:07.6,1000C0Y7LE000A07QP4,Adpter,4,-53.5
25:07.6,10200C0YLE000A07PT1,Adpter,4,-63.5
25:07.6,11000C0YLE000A07PS9,Adpter,4,-66.5
25:07.6,10004C0YLE000A07QM8,Adpter,4,-49.5
25:07.6,11000C0YLE000A07QJ0,Adpter,4,-68.5
25:07.6,10004C0YLE000A07QD6,Adpter,4,-45.5
25:07.6,10030C0YLE000A07QC0,Adpter,4,-51.5
25:07.6,10200C0YLE000A07QK7,Adpter,4,-45
25:07.6,10030C0YLE000A07Q32,Adpter,4,-56.5
25:07.6,1000C50YLE000A07QN0,Adpter,4,-54
25:07.6,10004C0YLE000A07PV5,Adpter,4,-60.5
25:07.6,1000C50YLE000A07PW2,Adpter,4,-49.5
25:07.6,1000C06YLE000A07QF4,Adpter,4,-45.5
25:07.6,10030C0YLE000A07PU8,Adpter,4,-62.5
25:07.6,10200C0YLE000A07Q20,Adpter,4,-57.5
25:07.6,10200C0YLE000A07PT5,Adpter,4,-51.5
25:07.6,1000C0YLE9000A07Q96,Adpter,4,-47
25:07.6,10200C0YLE000A07PT6,Adpter,4,-51
25:07.6,1000C0YL8E000A07Q89,Adpter,4,-60
25:07.6,1000C0YLE9000A07Q04,Adpter,4,-56
25:07.6,1000C06YLE000A07QF0,Adpter,4,-58
25:07.6,11000C0YLE000A07QS7,Adpter,4,-66
25:07.6,10030C0YLE000A07Q33,Adpter,4,-54
25:07.6,10200C0YLE000A07QK1,Adpter,4,-64
25:07.6,1000C50YLE000A07Q56,Adpter,4,-54
25:07.6,11000C0YLE000A07PS2,Adpter,4,-55.5
25:07.6,1000C0YLE9000A07Q03,Adpter,4,-48.5
25:07.7,1000C0YLE9000A07Q05,Adpter,4,-63.5
25:07.7,10004C0YLE000A07QD8,Adpter,4,-65.5
25:07.7,11000C0YLE000A07PS6,Adpter,4,-43.5
25:07.7,10200C0YLE000A07QT0,Adpter,4,-58.5
25:07.7,1000C0Y7LE000A07QG0,Adpter,4,-54
25:07.7,11000C0YLE000A07Q16,Adpter,4,-57.5
25:07.7,11000C0YLE000A07PS0,Adpter,4,-41
25:07.7,1000C50YLE000A07Q59,Adpter,4,-49.5
25:07.7,1000C0YL8E000A07QQ1,Adpter,4,-52
25:07.7,1000C0YL8E000A07Q84,Adpter,4,-59
25:07.7,1000C0Y7LE000A07Q78,Adpter,4,-50.5
25:07.7,81000020200226000A100175,Adpter,4,-46
25:07.7,1000C0YLE9000A07Q93,Adpter,4,-58
25:07.7,1000C0Y7LE000A07PY4,Adpter,4,-58
25:07.7,1000C0YLE9000A07Q09,Adpter,4,-58.5
25:07.7,1000C0Y7LE000A07PY3,Adpter,4,-57
25:07.7,1000C0YL8E000A07QQ8,Adpter,4,-52
25:07.7,11000C0YLE000A07Q18,Adpter,4,-45
25:07.7,10200C0YLE000A07PT2,Adpter,4,-65.5
25:07.7,1000C0Y7LE000A07QP7,Adpter,4,-58.5
25:07.7,10200C0YLE000A07Q26,Adpter,4,-58.5
25:07.7,1000C06YLE000A07Q69,Adpter,4,-55
25:07.7,10200C0YLE000A07Q21,Adpter,4,-52.5
25:07.7,1000C0Y7LE000A07Q77,Adpter,4,-49
25:07.7,1000C50YLE000A07QE8,Adpter,4,-53.5
25:07.7,1000C0Y7LE000A07Q74,Adpter,4,-62.5
25:07.7,10030C0YLE000A07QU5,Adpter,4,-54
25:07.7,1000C06YLE000A07QF6,Adpter,4,-53.5
25:07.7,10200C0YLE000A07QK9,Adpter,4,-52.5
25:07.7,10200C0YLE000A07PT0,Adpter,4,-57
25:07.7,10030C0YLE000A07QL3,Adpter,4,-64
25:07.7,1000C0YL8E000A07QQ9,Adpter,4,-59.5
25:07.7,1000C06YLE000A07QF9,Adpter,4,-52
25:07.7,1000C0Y7LE000A07PY0,Adpter,4,-52.5
25:07.7,1000C0YL8E000A07Q82,Adpter,4,-48.5
25:07.7,11000C0YLE000A07PS3,Adpter,4,-51.5
25:07.7,10200C0YLE000A07PT3,Adpter,4,-55
25:07.7,10030C0YLE000A07QU0,Adpter,4,-58
25:07.7,1000C0YLE9000A07Q99,Adpter,4,-66
25:07.7,81000020200226000A100175,Adpter,4,-44.5
25:07.7,1000C0YLE9000A07Q04,Adpter,4,-53.5
25:07.7,1000C0YL8E000A07Q82,Adpter,4,-47.5
25:07.7,11000C0YLE000A07Q17,Adpter,4,-41.5
25:07.7,1000C50YLE000A07QE7,Adpter,4,-46
25:07.7,1000C0Y7LE000A07Q76,Adpter,4,-49.5
25:07.7,1000C06YLE000A07QO8,Adpter,4,-44.5
25:07.7,10030C0YLE000A07QU4,Adpter,4,-57.5
25:07.7,1000C0Y7LE000A07QP8,Adpter,4,-59.5
25:07.7,10004C0YLE000A07QM6,Adpter,4,-45.5
25:07.7,11000C0YLE000A07Q16,Adpter,4,-55.5
25:07.7,1000C0Y7LE000A07QG6,Adpter,4,-44
25:07.7,10004C0YLE000A07QM8,Adpter,4,-47
25:07.7,10004C0YLE000A07QM7,Adpter,4,-47.5
25:07.7,10030C0YLE000A07QU7,Adpter,4,-38
25:07.7,1000C06YLE000A07QF5,Adpter,4,-46.5
25:07.7,10004C0YLE000A07PV5,Adpter,4,-58
25:07.7,1000C06YLE000A07QO9,Adpter,4,-61
25:07.7,1000C50YLE000A07QE5,Adpter,4,-49.5
25:07.7,10200C0YLE000A07QK7,Adpter,4,-41.5
25:07.7,10004C0YLE000A07QM9,Adpter,4,-47
25:07.7,1000C0Y7LE000A07QP3,Adpter,4,-45
25:07.7,10030C0YLE000A07Q33,Adpter,4,-51.5
25:07.7,1000C0Y7LE000A07Q78,Adpter,4,-49
25:07.7,1000C0YL8E000A07QQ8,Adpter,4,-53
25:07.7,10030C0YLE000A07QU6,Adpter,4,-56.5
25:07.7,1000C50YLE000A07PW8,Adpter,4,-43
25:07.7,10200C0YLE000A07PT6,Adpter,4,-44.5
25:07.7,10030C0YLE000A07QU0,Adpter,4,-55
25:07.7,1000C0YLE9000A07Q01,Adpter,4,-44
25:07.7,1000C0Y7LE000A07Q71,Adpter,4,-46.5
25:07.7,10004C0YLE000A07Q45,Adpter,4,-50.5
25:07.7,1000C0YLE9000A07Q96,Adpter,4,-42
25:07.7,11000C0YLE000A07PS7,Adpter,4,-46.5
25:07.7,1000C0YLE9000A07QR0,Adpter,4,-50.5
25:07.7,1000C0Y7LE000A07QG9,Adpter,4,-46.5
25:07.7,11000C0YLE000A07PS6,Adpter,4,-34.5
25:07.7,1000C50YLE000A07Q56,Adpter,4,-49.5
25:07.7,1000C50YLE000A07PW0,Adpter,4,-42.5
25:07.7,1000C0YL8E000A07Q80,Adpter,4,-60.5
25:07.7,10004C0YLE000A07QD7,Adpter,4,-47
25:07.7,1000C0YL8E000A07QQ1,Adpter,4,-48.5
25:07.7,10030C0YLE000A07QC7,Adpter,4,-51
25:07.7,1000C06YLE000A07QF4,Adpter,4,-42.5
25:07.7,1000C0YL8E000A07Q88,Adpter,4,-37.5
25:07.7,1000C0YL8E000A07Q89,Adpter,4,-48.5
25:07.7,1000C0YLE9000A07Q00,Adpter,4,-53.5
25:07.8,10004C0YLE000A07Q44,Adpter,4,-50
25:07.8,10200C0YLE000A07PT0,Adpter,4,-54
25:07.8,10200C0YLE000A07PT5,Adpter,4,-46.5
25:07.8,10200C0YLE000A07QK8,Adpter,4,-45.5
25:07.8,11000C0YLE000A07Q18,Adpter,4,-35.5
25:07.8,1000C50YLE000A07PW2,Adpter,4,-46
25:07.8,1000C0Y7LE000A07PY4,Adpter,4,-49
25:07.8,10030C0YLE000A07QU5,Adpter,4,-53
25:07.8,1000C0Y7LE000A07QG8,Adpter,4,-37
25:07.8,1000C0YL8E000A07QH5,Adpter,4,-56
25:07.8,1000C50YLE000A07PW1,Adpter,4,-49.5
25:07.8,1000C0YL8E000A07PZ5,Adpter,4,-48
25:07.8,10004C0YLE000A07QD5,Adpter,4,-41
25:07.8,10200C0YLE000A07QT1,Adpter,4,-51
25:07.8,10030C0YLE000A07QL3,Adpter,4,-60
25:07.8,1000C06YLE000A07Q65,Adpter,4,-40
25:07.8,1000C0YL8E000A07PZ8,Adpter,4,-51
25:07.8,1000C0YLE9000A07Q97,Adpter,4,-43.5
25:07.8,10200C0YLE000A07QB9,Adpter,4,-41.5
25:07.8,10004C0YLE000A07QD6,Adpter,4,-42.5
25:07.8,1000C0Y7LE000A07Q70,Adpter,4,-53.5
25:07.8,1000C0YL8E000A07Q84,Adpter,4,-46
25:07.8,11000C0YLE000A07Q15,Adpter,4,-47
25:07.8,1000C0YL8E000A07Q85,Adpter,4,-41.5
25:07.8,1000C0YLE9000A07Q94,Adpter,4,-44.5
25:07.8,11000C0YLE000A07QS8,Adpter,4,-50.5
25:07.8,10200C0YLE000A07QB8,Adpter,4,-45
25:07.8,1000C06YLE000A07QF0,Adpter,4,-52.5
25:07.8,1000C0YLE9000A07Q92,Adpter,4,-46.5
25:07.8,10004C0YLE000A07QD4,Adpter,4,-46
25:07.8,10200C0YLE000A07PT2,Adpter,4,-55
25:07.8,10200C0YLE000A07QK9,Adpter,4,-48.5
25:07.8,1000C0YLE9000A07Q03,Adpter,4,-44.5
25:07.8,11000C0YLE000A07Q19,Adpter,4,-43
25:07.8,1000C0YLE9000A07Q05,Adpter,4,-52
25:07.8,1000C06YLE000A07Q68,Adpter,4,-44
25:07.8,1000C0Y7LE000A07Q77,Adpter,4,-40.5
25:07.8,1000C0Y7LE000A07PY0,Adpter,4,-38
25:07.8,1000C06YLE000A07Q69,Adpter,4,-44.5
25:07.8,11000C0YLE000A07PS1,Adpter,4,-52.5
25:07.8,1000C0YL8E000A07Q86,Adpter,4,-51
25:07.8,1000C06YLE000A07PX1,Adpter,4,-63.5
25:07.8,1000C50YLE000A07QE8,Adpter,4,-51
25:07.8,10200C0YLE000A07QK1,Adpter,4,-59.5
25:07.8,1000C0YLE9000A07Q02,Adpter,4,-36
25:07.8,1000C06YLE000A07QF6,Adpter,4,-53
25:07.8,1000C0Y7LE000A07PY5,Adpter,4,-48.5
25:07.8,1000C0YLE9000A07QI2,Adpter,4,-54
25:07.8,1000C0YL8E000A07Q83,Adpter,4,-47.5
25:07.8,1000C0YL8E000A07QQ9,Adpter,4,-55
25:07.8,1000C0Y7LE000A07PY3,Adpter,4,-54.5
25:07.8,1000C50YLE000A07QN3,Adpter,4,-59.5
25:07.8,11000C0YLE000A07PS0,Adpter,4,-46.5
25:07.8,1000C0Y7LE000A07Q79,Adpter,4,-49.5
25:07.8,1000C0Y7LE000A07QP7,Adpter,4,-46.5
25:07.8,10004C0YLE000A07PV3,Adpter,4,-56.5
25:07.8,11000C0YLE000A07PS3,Adpter,4,-49.5
25:07.8,1000C06YLE000A07PX8,Adpter,4,-57
25:07.8,1000C0Y7LE000A07PY6,Adpter,4,-57
25:07.8,10200C0YLE000A07Q26,Adpter,4,-50
25:07.8,11000C0YLE000A07PS4,Adpter,4,-61
25:07.8,10030C0YLE000A07PU8,Adpter,4,-63.5
25:07.8,10200C0YLE000A07PT3,Adpter,4,-59.5
25:07.8,1000C50YLE000A07Q52,Adpter,4,-52.5
25:07.8,1000C50YLE000A07QN0,Adpter,4,-59.5
25:07.8,1000C0YL8E000A07QH1,Adpter,4,-55.5
25:07.8,1000C50YLE000A07PW4,Adpter,4,-61
25:07.8,1000C50YLE000A07QE9,Adpter,4,-53.5
25:07.8,1000C06YLE000A07QF9,Adpter,4,-54
25:07.8,10030C0YLE000A07QC0,Adpter,4,-58.5
25:07.8,1000C0Y7LE000A07QP9,Adpter,4,-60
25:07.8,1000C0YL8E000A07QH0,Adpter,4,-61.5
25:07.8,11000C0YLE000A07QJ6,Adpter,4,-55
25:07.8,1000C50YLE000A07PW5,Adpter,4,-57
25:07.8,10200C0YLE000A07Q21,Adpter,4,-56
25:07.8,1000C0YLE9000A07Q07,Adpter,4,-57
25:07.8,1000C0YL8E000A07QQ2,Adpter,4,-51.5
25:07.8,1000C0Y7LE000A07PY8,Adpter,4,-55.5
25:07.8,1000C0Y7LE000A07Q72,Adpter,4,-65.5
25:07.8,1000C50YLE000A07Q59,Adpter,4,-58
25:07.9,1000C0YLE9000A07Q06,Adpter,4,-55
25:07.9,11000C0YLE000A07PS9,Adpter,4,-58
25:07.9,10200C0YLE000A07PT9,Adpter,4,-61
25:07.9,10200C0YLE000A07PT7,Adpter,4,-52
25:07.9,10200C0YLE000A07QT0,Adpter,4,-56.5
25:07.9,1000C06YLE000A07PX2,Adpter,4,-57
25:07.9,10200C0YLE000A07QB4,Adpter,4,-56.5
25:07.9,10030C0YLE000A07QL6,Adpter,4,-60
25:07.9,1000C0YL8E000A07PZ9,Adpter,4,-46
25:07.9,11000C0YLE000A07PS6,Adpter,4,-38.5
25:07.9,1000C0Y7LE000A07Q77,Adpter,4,-49.5
25:07.9,1000C06YLE000A07Q69,Adpter,4,-56
25:07.9,10200C0YLE000A07PT6,Adpter,4,-33.5
25:07.9,1000C0Y7LE000A07PY1,Adpter,4,-39.5
25:07.9,10200C0YLE000A07PT7,Adpter,4,-44.5
25:07.9,10200C0YLE000A07PT4,Adpter,4,-43.5
25:07.9,1000C0YL8E000A07PZ2,Adpter,4,-46.5
25:07.9,10004C0YLE000A07QD4,Adpter,4,-47.5
25:07.9,10200C0YLE000A07QB9,Adpter,4,-48
25:07.9,10004C0YLE000A07Q46,Adpter,4,-50.5
25:07.9,1000C0YLE9000A07Q97,Adpter,4,-52
25:07.9,10030C0YLE000A07QU6,Adpter,4,-52.5
25:07.9,1000C0YLE9000A07Q08,Adpter,4,-50
25:07.9,1000C06YLE000A07QF4,Adpter,4,-44.5
25:07.9,10004C0YLE000A07PV0,Adpter,4,-44.5
25:07.9,10004C0YLE000A07PV7,Adpter,4,-49.5
25:07.9,1000C0Y7LE000A07Q71,Adpter,4,-48.5
25:07.9,1000C0YL8E000A07Q88,Adpter,4,-29
25:07.9,10200C0YLE000A07PT3,Adpter,4,-47
25:07.9,10004C0YLE000A07PV9,Adpter,4,-41.5
25:07.9,1000C0Y7LE000A07Q75,Adpter,4,-50.5
25:07.9,1000C0Y7LE000A07PY3,Adpter,4,-54.5
25:07.9,11000C0YLE000A07QA9,Adpter,4,-54.5
25:07.9,1000C0Y7LE000A07PY8,Adpter,4,-47
25:07.9,1000C0YLE9000A07Q04,Adpter,4,-34
25:07.9,1000C06YLE000A07PX2,Adpter,4,-57
25:07.9,1000C06YLE000A07Q68,Adpter,4,-51
25:07.9,1000C0YLE9000A07Q92,Adpter,4,-54
25:07.9,1000C0Y7LE000A07PY0,Adpter,4,-38
25:07.9,10004C0YLE000A07QD6,Adpter,4,-50
25:07.9,11000C0YLE000A07Q15,Adpter,4,-36
25:07.9,1000C0Y7LE000A07QP3,Adpter,4,-46.5
25:07.9,1000C50YLE000A07PW1,Adpter,4,-54.5
25:07.9,10200C0YLE000A07QT9,Adpter,4,-47
25:07.9,1000C0Y7LE000A07PY4,Adpter,4,-55.5
25:07.9,10004C0YLE000A07QD1,Adpter,4,-53.5
25:07.9,11000C0YLE000A07PS7,Adpter,4,-40
25:07.9,10004C0YLE000A07PV8,Adpter,4,-48
25:07.9,1000C0YL8E000A07Q89,Adpter,4,-44
25:07.9,1000C06YLE000A07QO8,Adpter,4,-61
25:07.9,10030C0YLE000A07QU7,Adpter,4,-30.5
25:07.9,10200C0YLE000A07QB0,Adpter,4,-58.5
25:07.9,1000C0Y7LE000A07Q78,Adpter,4,-51
25:07.9,1000C0YL8E000A07QH1,Adpter,4,-55.5
25:07.9,10004C0YLE000A07QD5,Adpter,4,-44
25:08.0,1000C50YLE000A07Q52,Adpter,4,-48.5
25:08.0,10200C0YLE000A07PT9,Adpter,4,-59
25:08.0,1000C0YL8E000A07Q81,Adpter,4,-47
25:08.0,1000C50YLE000A07PW6,Adpter,4,-54
25:08.0,1000C06YLE000A07QF6,Adpter,4,-61
25:08.0,1000C0YLE9000A07Q02,Adpter,4,-54
25:08.0,10004C0YLE000A07QM7,Adpter,4,-55
25:08.0,1000C06YLE000A07PX4,Adpter,4,-59.5
25:08.0,11000C0YLE000A07Q10,Adpter,4,-46.5
25:08.0,10004C0YLE000A07PV6,Adpter,4,-46.5
25:08.0,1000C0YLE9000A07QI2,Adpter,4,-49.5
25:08.0,1000C06YLE000A07Q65,Adpter,4,-45.5
25:08.0,11000C0YLE000A07PS0,Adpter,4,-50.5
25:08.0,11000C0YLE000A07PS3,Adpter,4,-62
25:08.0,1000C0YLE9000A07Q94,Adpter,4,-49.5
25:08.0,1000C0YL8E000A07PZ5,Adpter,4,-53.5
25:08.0,10200C0YLE000A07PT5,Adpter,4,-39.5
25:08.0,1000C0YL8E000A07QQ1,Adpter,4,-56
25:08.0,10200C0YLE000A07QK1,Adpter,4,-59.5
25:08.0,1000C06YLE000A07Q64,Adpter,4,-52.5
25:08.0,1000C0Y7LE000A07QG8,Adpter,4,-48.5
25:08.0,10030C0YLE000A07PU7,Adpter,4,-62.5
25:08.0,10200C0YLE000A07PT0,Adpter,4,-48.5
25:08.0,10004C0YLE000A07QM8,Adpter,4,-55.5
25:08.0,11000C0YLE000A07QS4,Adpter,4,-60
25:08.0,11000C0YLE000A07QA5,Adpter,4,-59
25:08.0,11000C0YLE000A07Q18,Adpter,4,-49.5
25:08.0,1000C06YLE000A07PX8,Adpter,4,-54.5
25:08.0,11000C0YLE000A07Q17,Adpter,4,-49.5
25:08.0,10030C0YLE000A07QC7,Adpter,4,-58
25:08.0,11000C0YLE000A07QJ6,Adpter,4,-56
25:08.0,10004C0YLE000A07QM9,Adpter,4,-53.5
25:08.0,1000C50YLE000A07PW0,Adpter,4,-59
25:08.0,10200C0YLE000A07Q27,Adpter,4,-62
25:08.0,1000C50YLE000A07QE7,Adpter,4,-52
25:08.0,1000C50YLE000A07QN0,Adpter,4,-56
25:08.0,1000C0YL8E000A07Q84,Adpter,4,-69
25:08.0,10030C0YLE000A07QU5,Adpter,4,-58.5
25:08.0,10030C0YLE000A07QL6,Adpter,4,-60
25:08.0,11000C0YLE000A07QJ1,Adpter,4,-59
25:08.0,1000C50YLE000A07PW4,Adpter,4,-56.5
25:08.0,1000C0Y7LE000A07QP6,Adpter,4,-59.5
25:08.0,1000C0YLE9000A07Q05,Adpter,4,-45
25:08.0,10030C0YLE000A07QU0,Adpter,4,-57.5
25:08.0,1000C0YLE9000A07Q06,Adpter,4,-52.5
25:08.0,1000C0YLE9000A07QR2,Adpter,4,-59.5
25:08.0,11000C0YLE000A07QS9,Adpter,4,-57.5
25:08.0,1000C0YL8E000A07PZ7,Adpter,4,-66.5
25:08.0,10030C0YLE000A07QU1,Adpter,4,-48
25:08.0,10004C0YLE000A07QM6,Adpter,4,-45.5
25:08.0,11000C0YLE000A07QJ7,Adpter,4,-64.5
25:08.0,1000C50YLE000A07QE4,Adpter,4,-56.5
25:08.0,10200C0YLE000A07QB5,Adpter,4,-58.5
25:08.0,1000C0YL8E000A07PZ8,Adpter,4,-54
25:08.0,1000C0Y7LE000A07QP7,Adpter,4,-54
25:08.0,11000C0YLE000A07Q11,Adpter,4,-57
25:08.0,10004C0YLE000A07Q47,Adpter,4,-59
25:08.0,1000C0YL8E000A07QQ2,Adpter,4,-49.5
25:08.0,10200C0YLE000A07QB4,Adpter,4,-62.5
25:08.0,1000C0Y7LE000A07Q76,Adpter,4,-49.5
25:08.0,1000C06YLE000A07Q61,Adpter,4,-49
25:08.0,1000C50YLE000A07PW2,Adpter,4,-59.5
25:08.0,1000C0Y7LE000A07Q70,Adpter,4,-66.5
25:08.0,10030C0YLE000A07PU0,Adpter,4,-49
25:08.0,1000C0YL8E000A07PZ4,Adpter,4,-60
25:08.0,10030C0YLE000A07Q39,Adpter,4,-61
25:08.0,1000C0Y7LE000A07QG6,Adpter,4,-55.5
25:08.0,1000C0YL8E000A07Q82,Adpter,4,-49.5
25:08.0,10200C0YLE000A07QK6,Adpter,4,-65.5
25:08.0,10004C0YLE000A07PV5,Adpter,4,-55.5
25:08.0,1000C06YLE000A07QO2,Adpter,4,-62
25:08.0,10004C0YLE000A07QD7,Adpter,4,-64.5
25:08.0,1000C50YLE000A07Q56,Adpter,4,-64
25:08.0,11000C0YLE000A07QA2,Adpter,4,-67
25:08.0,1000C0Y7LE000A07PY7,Adpter,4,-44.5
25:08.1,10030C0YLE000A07QC1,Adpter,4,-56
25:08.1,1000C0Y7LE000A07QG1,Adpter,4,-51
25:08.1,1000C0YLE9000A07Q03,Adpter,4,-47.5
25:08.1,1000C0YL8E000A07Q83,Adpter,4,-56.5
25:08.1,1000C06YLE000A07QF1,Adpter,4,-58.5
25:08.1,10030C0YLE000A07QL3,Adpter,4,-58.5
25:08.1,1000C06YLE000A07PX5,Adpter,4,-60.5
25:08.1,1000C0YLE9000A07Q01,Adpter,4,-61
25:08.1,1000C50YLE000A07QE5,Adpter,4,-49
25:08.1,10030C0YLE000A07PU8,Adpter,4,-49
25:08.1,1000C50YLE000A07PW8,Adpter,4,-46
25:08.1,1000C06YLE000A07PX1,Adpter,4,-55.5
25:08.1,1000C0YL8E000A07QQ8,Adpter,4,-54.5
25:08.1,11000C0YLE000A07QJ2,Adpter,4,-61.5
25:08.1,10200C0YLE000A07QB8,Adpter,4,-52
25:08.1,10004C0YLE000A07QD2,Adpter,4,-64.5
25:08.1,1000C0YLE9000A07Q07,Adpter,4,-57.5
25:08.1,1000C0Y7LE000A07Q79,Adpter,4,-49.5
25:08.1,10200C0YLE000A07PT8,Adpter,4,-49.5
25:08.1,1000C0Y7LE000A07PY9,Adpter,4,-54.5
25:08.1,1000C0YL8E000A07QH5,Adpter,4,-59.5
25:08.1,1000C50YLE000A07PW5,Adpter,4,-56
25:08.1,1000C0Y7LE000A07Q73,Adpter,4,-49
25:08.1,10004C0YLE000A07QD0,Adpter,4,-62.5
25:08.1,1000C0YL8E000A07QQ9,Adpter,4,-54.5
25:08.1,1000C0YL8E000A07PZ6,Adpter,4,-57.5
25:08.1,1000C0YL8E000A07QQ3,Adpter,4,-61.5
25:08.1,1000C0YLE9000A07QR6,Adpter,4,-56
25:08.1,10200C0YLE000A07QT0,Adpter,4,-57.5
25:08.1,1000C50YLE000A07QN3,Adpter,4,-61.5
25:08.1,1000C0YL8E000A07QQ4,Adpter,4,-62
25:08.1,10030C0YLE000A07QC5,Adpter,4,-61.5
25:08.1,10200C0YLE000A07QK3,Adpter,4,-61
25:08.1,1000C0Y7LE000A07PY6,Adpter,4,-56
25:08.1,10030C0YLE000A07PU1,Adpter,4,-67.5
25:08.1,10200C0YLE000A07QT2,Adpter,4,-60.5
25:08.1,10030C0YLE000A07QU4,Adpter,4,-60.5
25:08.1,10200C0YLE000A07QT3,Adpter,4,-60
25:08.1,10200C0YLE000A07QB6,Adpter,4,-64
25:08.1,10200C0YLE000A07QT5,Adpter,4,-63
