S,Tag,Reader,Antenna,rssi
21:55.7,1000C0YL8E000A07QH4,Adpter,3,-52
21:55.7,11000C0YLE000A07PS9,Adpter,3,-53
21:55.7,1000C50YLE000A07QE8,Adpter,3,-65
21:55.7,10200C0YLE000A07PT4,Adpter,3,-49
21:55.7,1000C0YL8E000A07PZ8,Adpter,3,-50
21:55.7,11000C0YLE000A07PS2,Adpter,3,-65
21:55.7,1000C0YL8E000A07PZ7,Adpter,3,-61.5
21:55.7,1000C0YLE9000A07QR2,Adpter,3,-60.5
21:55.7,1000C0YL8E000A07Q81,Adpter,3,-64.5
21:55.7,1000C50YLE000A07PW5,Adpter,3,-64
21:55.7,1000C0YLE9000A07QR6,Adpter,3,-60
21:55.7,1000C0YLE9000A07Q04,Adpter,3,-52.5
21:55.7,11000C0YLE000A07Q18,Adpter,3,-57.5
21:55.7,10200C0YLE000A07PT3,Adpter,3,-58
21:55.7,10004C0YLE000A07Q46,Adpter,3,-52.5
21:55.7,1000C0YLE9000A07Q06,Adpter,3,-55
21:55.7,10030C0YLE000A07QC7,Adpter,3,-55
21:55.7,1000C0YL8E000A07Q84,Adpter,3,-48
21:55.7,1000C50YLE000A07Q50,Adpter,3,-63.5
21:55.7,1000C0Y7LE000A07QP5,Adpter,3,-57.5
21:55.7,1000C0YLE9000A07Q96,Adpter,3,-57
21:55.7,10004C0YLE000A07PV5,Adpter,3,-54
21:55.7,1000C0YLE9000A07Q09,Adpter,3,-55
21:55.7,10004C0YLE000A07QM4,Adpter,3,-52.5
21:55.7,10030C0YLE000A07PU1,Adpter,3,-57.5
21:55.7,10200C0YLE000A07PT1,Adpter,3,-54
21:55.7,1000C0YL8E000A07PZ5,Adpter,3,-57
21:55.7,1000C0Y7LE000A07QP9,Adpter,3,-52.5
21:55.7,1000C0Y7LE000A07PY2,Adpter,3,-60.5
21:55.7,1000C06YLE000A07QO9,Adpter,3,-47.5
21:55.7,11000C0YLE000A07QS7,Adpter,3,-60
21:55.7,10200C0YLE000A07PT5,Adpter,3,-58
21:55.7,1000C0YL8E000A07Q85,Adpter,3,-50
21:55.7,1000C0YLE9000A07Q97,Adpter,3,-58.5
21:55.7,1000C0Y7LE000A07PY0,Adpter,3,-54.5
21:55.7,10030C0YLE000A07Q35,Adpter,3,-54.5
21:55.7,1000C0YLE9000A07Q03,Adpter,3,-51.5
21:55.7,1000C0YLE9000A07Q05,Adpter,3,-54.5
21:55.7,10004C0YLE000A07PV3,Adpter,3,-54.5
21:55.7,1000C0YL8E000A07PZ9,Adpter,3,-49.5
21:55.7,11000C0YLE000A07PS6,Adpter,3,-56
21:55.7,1000C06YLE000A07QF0,Adpter,3,-55.5
21:55.7,1000C06YLE000A07Q69,Adpter,3,-55
21:55.7,1000C50YLE000A07QN0,Adpter,3,-52
21:55.7,1000C0YL8E000A07Q88,Adpter,3,-57
21:55.7,1000C0Y7LE000A07QP1,Adpter,3,-57.5
21:55.7,10030C0YLE000A07QC5,Adpter,3,-57.5
21:55.7,1000C0YL8E000A07QQ0,Adpter,3,-51.5
21:55.7,11000C0YLE000A07PS5,Adpter,3,-58
21:55.7,10200C0YLE000A07QT9,Adpter,3,-58.5
21:55.7,1000C0YLE9000A07Q91,Adpter,3,-58.5
21:55.7,10200C0YLE000A07QT8,Adpter,3,-57.5
21:55.7,10030C0YLE000A07QU1,Adpter,3,-61
21:55.7,10200C0YLE000A07QT3,Adpter,3,-63
21:55.7,10030C0YLE000A07QU4,Adpter,3,-54.5
21:55.7,10030C0YLE000A07QC2,Adpter,3,-53.5
21:55.7,10030C0YLE000A07QU0,Adpter,3,-61
21:55.7,1000C0Y7LE000A07Q75,Adpter,3,-63.5
21:55.7,1000C0YL8E000A07QH8,Adpter,3,-62
21:55.7,10200C0YLE000A07Q26,Adpter,3,-63.5
21:55.7,10200C0YLE000A07QT7,Adpter,3,-63.5
21:55.9,1000C0Y7LE000A07Q75,Adpter,3,-62
21:55.9,1000C50YLE000A07QN2,Adpter,3,-53
21:55.9,1000C0YLE9000A07QR7,Adpter,3,-57
21:55.9,11000C0YLE000A07QJ5,Adpter,3,-61.5
21:55.9,10004C0YLE000A07QM6,Adpter,3,-58.5
21:55.9,10030C0YLE000A07PU9,Adpter,3,-59
21:55.9,1000C0Y7LE000A07QG7,Adpter,3,-57.5
21:55.9,11000C0YLE000A07QJ6,Adpter,3,-60.5
21:55.9,1000C50YLE000A07QE4,Adpter,3,-59
21:55.9,1000C0Y7LE000A07PY7,Adpter,3,-55
21:55.9,10030C0YLE000A07QC1,Adpter,3,-60
21:55.9,1000C06YLE000A07PX1,Adpter,3,-62.5
21:55.9,11000C0YLE000A07QJ3,Adpter,3,-61
21:55.9,10004C0YLE000A07Q49,Adpter,3,-61.5
21:55.9,11000C0YLE000A07QJ2,Adpter,3,-61.5
21:55.9,1000C0YLE9000A07Q07,Adpter,3,-58.5
21:55.9,1000C0Y7LE000A07PY2,Adpter,3,-55
21:55.9,10004C0YLE000A07QM7,Adpter,3,-43.5
21:55.9,1000C0YL8E000A07PZ3,Adpter,3,-51
21:55.9,1000C0Y7LE000A07PY6,Adpter,3,-51.5
21:55.9,1000C0YL8E000A07Q84,Adpter,3,-49.5
21:55.9,1000C0YLE9000A07Q00,Adpter,3,-46.5
21:55.9,11000C0YLE000A07QS8,Adpter,3,-47
21:55.9,1000C50YLE000A07PW4,Adpter,3,-45.5
21:55.9,1000C0Y7LE000A07QG1,Adpter,3,-55.5
21:55.9,10200C0YLE000A07PT3,Adpter,3,-56
21:55.9,1000C0Y7LE000A07Q73,Adpter,3,-46.5
21:55.9,1000C50YLE000A07QE7,Adpter,3,-45.5
21:55.9,1000C50YLE000A07QN0,Adpter,3,-54
21:55.9,1000C50YLE000A07QE4,Adpter,3,-59.5
21:55.9,1000C0YL8E000A07QQ8,Adpter,3,-49
21:55.9,10030C0YLE000A07Q32,Adpter,3,-63
21:55.9,10200C0YLE000A07QB8,Adpter,3,-39
21:55.9,10004C0YLE000A07Q46,Adpter,3,-51.5
21:55.9,1000C0YLE9000A07QR7,Adpter,3,-57.5
21:55.9,10200C0YLE000A07QT9,Adpter,3,-57.5
21:55.9,1000C06YLE000A07Q69,Adpter,3,-56.5
21:55.9,11000C0YLE000A07QJ5,Adpter,3,-59.5
21:55.9,10004C0YLE000A07Q48,Adpter,3,-57.5
21:55.9,1000C0YL8E000A07Q85,Adpter,3,-52
21:55.9,1000C0YL8E000A07PZ7,Adpter,3,-61
21:55.9,1000C06YLE000A07QF5,Adpter,3,-56
21:55.9,1000C0YL8E000A07QH2,Adpter,3,-55.5
21:55.9,1000C0Y7LE000A07Q78,Adpter,3,-55.5
21:55.9,1000C0YL8E000A07QH5,Adpter,3,-49
21:55.9,1000C0YLE9000A07Q06,Adpter,3,-61.5
21:55.9,11000C0YLE000A07QS9,Adpter,3,-49.5
21:55.9,1000C50YLE000A07Q59,Adpter,3,-48
21:55.9,1000C0Y7LE000A07QG7,Adpter,3,-52
21:55.9,10004C0YLE000A07QM9,Adpter,3,-52.5
21:55.9,10200C0YLE000A07QK8,Adpter,3,-56.5
21:55.9,1000C0Y7LE000A07Q79,Adpter,3,-50
21:55.9,1000C0YL8E000A07QH8,Adpter,3,-59
21:55.9,10004C0YLE000A07QM8,Adpter,3,-45.5
21:55.9,1000C0YL8E000A07QH9,Adpter,3,-64
21:55.9,1000C50YLE000A07QN2,Adpter,3,-46
21:55.9,1000C06YLE000A07Q65,Adpter,3,-55
21:55.9,10200C0YLE000A07Q23,Adpter,3,-52
21:55.9,1000C0Y7LE000A07QP1,Adpter,3,-58
21:55.9,1000C0YL8E000A07PZ0,Adpter,3,-62
21:55.9,10030C0YLE000A07Q35,Adpter,3,-51.5
21:56.0,10200C0YLE000A07QT3,Adpter,3,-63.5
21:56.0,1000C50YLE000A07QN8,Adpter,3,-62
21:56.0,10200C0YLE000A07PT8,Adpter,3,-62
21:56.0,1000C0Y7LE000A07PY4,Adpter,3,-59.5
21:56.0,10004C0YLE000A07QD5,Adpter,3,-52.5
21:56.0,11000C0YLE000A07QA4,Adpter,3,-65
21:56.0,10004C0YLE000A07QD7,Adpter,3,-56
21:56.0,1000C0YLE9000A07Q08,Adpter,3,-64.5
21:56.0,1000C0YLE9000A07Q02,Adpter,3,-58.5
21:56.0,1000C06YLE000A07Q68,Adpter,3,-55
21:56.0,1000C0Y7LE000A07QP9,Adpter,3,-58
21:56.0,1000C0Y7LE000A07PY7,Adpter,3,-53
21:56.0,11000C0YLE000A07PS3,Adpter,3,-64.5
21:56.0,1000C0YLE9000A07Q01,Adpter,3,-56
21:56.0,1000C0YLE9000A07QI0,Adpter,3,-63
21:56.0,1000C0YL8E000A07QH0,Adpter,3,-53.5
21:56.0,10030C0YLE000A07QC0,Adpter,3,-55.5
21:56.0,1000C50YLE000A07QE6,Adpter,3,-54
21:56.0,10200C0YLE000A07PT4,Adpter,3,-62.5
21:56.0,1000C0YLE9000A07Q92,Adpter,3,-49
21:56.0,1000C0Y7LE000A07Q72,Adpter,3,-56
21:56.0,10200C0YLE000A07QB9,Adpter,3,-58.5
21:56.0,10200C0YLE000A07QT0,Adpter,3,-61.5
21:56.0,1000C0YLE9000A07Q07,Adpter,3,-54
21:56.0,10200C0YLE000A07QB4,Adpter,3,-64
21:56.0,10030C0YLE000A07PU6,Adpter,3,-61
21:56.0,10030C0YLE000A07QU1,Adpter,3,-54
21:56.0,1000C0YLE9000A07Q97,Adpter,3,-62
21:56.0,10030C0YLE000A07QC5,Adpter,3,-57.5
21:56.0,1000C0YL8E000A07Q86,Adpter,3,-65
21:56.0,1000C06YLE000A07QO9,Adpter,3,-61.5
21:56.0,1000C0YLE9000A07QI5,Adpter,3,-59.5
21:56.0,1000C50YLE000A07QN1,Adpter,3,-54
21:56.0,10030C0YLE000A07PU1,Adpter,3,-54.5
21:56.0,1000C50YLE000A07PW0,Adpter,3,-58
21:56.0,10030C0YLE000A07QU0,Adpter,3,-61.5
21:56.0,1000C0YLE9000A07Q96,Adpter,3,-58
21:56.0,1000C0YLE9000A07Q03,Adpter,3,-61.5
21:56.0,1000C0YLE9000A07QR4,Adpter,3,-58.5
21:56.0,1000C0YLE9000A07QR6,Adpter,3,-60
21:56.0,10004C0YLE000A07QD6,Adpter,3,-55
21:56.0,1000C06YLE000A07QF9,Adpter,3,-49
21:56.0,1000C0Y7LE000A07QP0,Adpter,3,-54.5
21:56.0,10030C0YLE000A07QC2,Adpter,3,-55
21:56.0,11000C0YLE000A07PS0,Adpter,3,-57
21:56.0,10004C0YLE000A07QM4,Adpter,3,-50
21:56.0,11000C0YLE000A07Q10,Adpter,3,-53.5
21:56.0,1000C0YLE9000A07Q09,Adpter,3,-50.5
21:56.0,1000C06YLE000A07PX2,Adpter,3,-55
21:56.0,10004C0YLE000A07QD4,Adpter,3,-65
21:56.0,1000C0YL8E000A07QQ2,Adpter,3,-54
21:56.0,1000C50YLE000A07PW1,Adpter,3,-60
21:56.0,10030C0YLE000A07QC7,Adpter,3,-58.5
21:56.0,11000C0YLE000A07QJ4,Adpter,3,-64.5
21:56.0,1000C50YLE000A07PW8,Adpter,3,-58
21:56.0,10004C0YLE000A07PV6,Adpter,3,-51.5
21:56.0,10200C0YLE000A07PT6,Adpter,3,-62.5
21:56.0,10030C0YLE000A07QC1,Adpter,3,-59
21:56.0,10030C0YLE000A07PU2,Adpter,3,-48.5
21:56.0,1000C0YLE9000A07Q04,Adpter,3,-60.5
21:56.0,1000C0Y7LE000A07QG6,Adpter,3,-56.5
21:56.0,11000C0YLE000A07PS6,Adpter,3,-63
21:56.0,10030C0YLE000A07PU9,Adpter,3,-51.5
21:56.0,10030C0YLE000A07PU4,Adpter,3,-57
21:56.0,11000C0YLE000A07QS7,Adpter,3,-60
21:56.0,1000C50YLE000A07QE5,Adpter,3,-49
21:56.0,1000C50YLE000A07Q52,Adpter,3,-61.5
21:56.0,10004C0YLE000A07PV5,Adpter,3,-49.5
21:56.0,10030C0YLE000A07QL2,Adpter,3,-62
21:56.0,1000C0Y7LE000A07QG9,Adpter,3,-54
21:56.0,1000C06YLE000A07QF0,Adpter,3,-56.5
21:56.0,11000C0YLE000A07QJ2,Adpter,3,-58.5
21:56.0,10030C0YLE000A07PU3,Adpter,3,-49.5
21:56.0,10030C0YLE000A07QC3,Adpter,3,-62.5
21:56.0,10004C0YLE000A07QM6,Adpter,3,-47
21:56.0,1000C0YL8E000A07PZ5,Adpter,3,-59
21:56.0,1000C0YL8E000A07QH4,Adpter,3,-60
21:56.0,10200C0YLE000A07QB6,Adpter,3,-64
21:56.0,1000C0YL8E000A07PZ2,Adpter,3,-64.5
21:56.0,1000C0YLE9000A07QI6,Adpter,3,-61
21:56.0,11000C0YLE000A07QJ6,Adpter,3,-60
21:56.0,1000C0YLE9000A07Q91,Adpter,3,-64.5
21:56.0,10030C0YLE000A07QC6,Adpter,3,-51
21:56.0,10200C0YLE000A07PT7,Adpter,3,-59.5
21:56.0,10004C0YLE000A07QM5,Adpter,3,-65
21:56.0,10200C0YLE000A07QT5,Adpter,3,-63
21:56.0,10004C0YLE000A07Q45,Adpter,3,-59.5
21:56.0,10030C0YLE000A07PU5,Adpter,3,-60.5
21:56.0,1000C0YL8E000A07PZ9,Adpter,3,-56
21:56.0,1000C0YL8E000A07QH3,Adpter,3,-60
21:56.0,11000C0YLE000A07QA3,Adpter,3,-60.5
21:56.0,1000C0YL8E000A07QQ9,Adpter,3,-62.5
21:56.0,1000C50YLE000A07PW5,Adpter,3,-64.5
21:56.0,11000C0YLE000A07QJ3,Adpter,3,-63
21:56.0,1000C06YLE000A07Q61,Adpter,3,-53.5
21:56.0,1000C06YLE000A07PX1,Adpter,3,-63
21:56.1,10030C0YLE000A07PU7,Adpter,3,-63.5
21:56.1,1000C06YLE000A07Q64,Adpter,3,-59
21:56.1,1000C50YLE000A07PW6,Adpter,3,-55
21:56.1,10200C0YLE000A07PT5,Adpter,3,-62.5
21:56.1,10200C0YLE000A07QT7,Adpter,3,-59.5
21:56.1,1000C0YLE9000A07Q98,Adpter,3,-62
21:56.1,1000C50YLE000A07Q59,Adpter,3,-48
21:56.1,1000C06YLE000A07QF9,Adpter,3,-48.5
21:56.1,10030C0YLE000A07PU2,Adpter,3,-50
21:56.1,1000C50YLE000A07PW1,Adpter,3,-52
21:56.1,1000C0Y7LE000A07PY2,Adpter,3,-55.5
21:56.1,10004C0YLE000A07Q46,Adpter,3,-50.5
21:56.1,1000C0Y7LE000A07Q78,Adpter,3,-50
21:56.1,10030C0YLE000A07PU9,Adpter,3,-51
21:56.1,1000C50YLE000A07QN8,Adpter,3,-59
21:56.1,10200C0YLE000A07PT7,Adpter,3,-59
21:56.1,1000C50YLE000A07QE5,Adpter,3,-46.5
21:56.1,1000C06YLE000A07PX2,Adpter,3,-54.5
21:56.1,10004C0YLE000A07QM7,Adpter,3,-41.5
21:56.1,1000C0YLE9000A07Q04,Adpter,3,-61.5
21:56.1,1000C0Y7LE000A07QG9,Adpter,3,-52
21:56.1,10030C0YLE000A07PU4,Adpter,3,-59
21:56.1,1000C50YLE000A07QE7,Adpter,3,-47
21:56.1,10004C0YLE000A07QM9,Adpter,3,-43
21:56.1,1000C50YLE000A07PW4,Adpter,3,-45
21:56.1,1000C0YL8E000A07PZ9,Adpter,3,-57
21:56.1,10004C0YLE000A07QM8,Adpter,3,-44.5
21:56.1,1000C0YLE9000A07QI5,Adpter,3,-57
21:56.1,1000C50YLE000A07QN0,Adpter,3,-49
21:56.1,10030C0YLE000A07Q35,Adpter,3,-54.5
21:56.1,1000C0Y7LE000A07QG7,Adpter,3,-49.5
21:56.1,11000C0YLE000A07QS9,Adpter,3,-56.5
21:56.1,10200C0YLE000A07QB8,Adpter,3,-41.5
21:56.1,1000C0Y7LE000A07QP0,Adpter,3,-58
21:56.1,1000C50YLE000A07QE6,Adpter,3,-51
21:56.1,1000C06YLE000A07Q61,Adpter,3,-54
21:56.1,10004C0YLE000A07QM4,Adpter,3,-53.5
21:56.1,10004C0YLE000A07QD7,Adpter,3,-56
21:56.1,1000C06YLE000A07QO8,Adpter,3,-55
21:56.1,10004C0YLE000A07QM6,Adpter,3,-51
21:56.1,1000C50YLE000A07QN2,Adpter,3,-45.5
21:56.1,10200C0YLE000A07QK8,Adpter,3,-55.5
21:56.1,1000C06YLE000A07Q65,Adpter,3,-49.5
21:56.1,10030C0YLE000A07QC2,Adpter,3,-54
21:56.1,1000C0YL8E000A07Q83,Adpter,3,-58.5
21:56.1,10004C0YLE000A07QD5,Adpter,3,-47
21:56.1,1000C0YLE9000A07Q00,Adpter,3,-59.5
21:56.1,1000C50YLE000A07QN1,Adpter,3,-56
21:56.1,10030C0YLE000A07QU1,Adpter,3,-50.5
21:56.1,1000C0YL8E000A07PZ5,Adpter,3,-60.5
21:56.1,10030C0YLE000A07QL6,Adpter,3,-62.5
21:56.1,1000C0YL8E000A07QQ2,Adpter,3,-53.5
21:56.1,10030C0YLE000A07QC6,Adpter,3,-46.5
21:56.1,1000C0YLE9000A07Q09,Adpter,3,-50.5
21:56.2,10030C0YLE000A07QC0,Adpter,3,-54
21:56.2,1000C0YLE9000A07Q07,Adpter,3,-56.5
21:56.2,1000C0Y7LE000A07QG8,Adpter,3,-62.5
21:56.2,10030C0YLE000A07QC1,Adpter,3,-56
21:56.2,10030C0YLE000A07QC7,Adpter,3,-54
21:56.2,1000C0YL8E000A07QH2,Adpter,3,-53.5
21:56.2,1000C0Y7LE000A07QG1,Adpter,3,-54
21:56.2,1000C50YLE000A07PW6,Adpter,3,-53
21:56.2,10200C0YLE000A07Q23,Adpter,3,-54
21:56.2,10004C0YLE000A07PV6,Adpter,3,-54
21:56.2,10004C0YLE000A07QD6,Adpter,3,-51.5
21:56.2,1000C0YL8E000A07PZ7,Adpter,3,-53.5
21:56.2,10200C0YLE000A07PT4,Adpter,3,-58.5
21:56.2,10030C0YLE000A07PU3,Adpter,3,-50.5
21:56.2,11000C0YLE000A07Q10,Adpter,3,-55.5
21:56.2,10004C0YLE000A07Q44,Adpter,3,-59
21:56.2,1000C0YL8E000A07PZ3,Adpter,3,-51.5
21:56.2,1000C50YLE000A07PW8,Adpter,3,-52.5
21:56.2,1000C0YL8E000A07QH5,Adpter,3,-51
21:56.2,10004C0YLE000A07Q45,Adpter,3,-59
21:56.2,1000C06YLE000A07Q64,Adpter,3,-60.5
21:56.2,1000C0YLE9000A07QR5,Adpter,3,-62
21:56.2,10200C0YLE000A07QB9,Adpter,3,-55.5
21:56.2,10004C0YLE000A07PV5,Adpter,3,-54
21:56.2,1000C06YLE000A07QF0,Adpter,3,-57
21:56.2,1000C50YLE000A07Q52,Adpter,3,-60.5
21:56.2,1000C0YLE9000A07QR6,Adpter,3,-57.5
21:56.2,10030C0YLE000A07PU1,Adpter,3,-58.5
21:56.2,1000C0YL8E000A07QH1,Adpter,3,-57
21:56.2,1000C50YLE000A07PW0,Adpter,3,-55
21:56.2,1000C0YL8E000A07QQ8,Adpter,3,-55.5
21:56.2,11000C0YLE000A07PS0,Adpter,3,-56.5
21:56.2,1000C0Y7LE000A07Q72,Adpter,3,-52.5
21:56.2,1000C0YLE9000A07Q92,Adpter,3,-55.5
21:56.2,10030C0YLE000A07QU0,Adpter,3,-60
21:56.2,1000C06YLE000A07QO9,Adpter,3,-58.5
21:56.2,10200C0YLE000A07QT9,Adpter,3,-58.5
21:56.2,10004C0YLE000A07QD4,Adpter,3,-57
21:56.2,1000C06YLE000A07QF5,Adpter,3,-57
21:56.3,10004C0YLE000A07QD5,Adpter,3,-55
21:56.3,10004C0YLE000A07QD7,Adpter,3,-56.5
21:56.3,1000C0YL8E000A07PZ3,Adpter,3,-55.5
21:56.3,1000C50YLE000A07QE6,Adpter,3,-60.5
21:56.3,11000C0YLE000A07PS0,Adpter,3,-61
21:56.3,10030C0YLE000A07PU9,Adpter,3,-57.5
21:56.3,1000C0Y7LE000A07PY2,Adpter,3,-66.5
21:56.3,1000C50YLE000A07QE7,Adpter,3,-60.5
21:56.3,10030C0YLE000A07QC6,Adpter,3,-49.5
21:56.3,1000C50YLE000A07PW0,Adpter,3,-62
21:56.3,10200C0YLE000A07QK7,Adpter,3,-58
21:56.3,1000C0Y7LE000A07QP5,Adpter,3,-62
21:56.3,10004C0YLE000A07PV3,Adpter,3,-63.5
21:56.3,10200C0YLE000A07QB8,Adpter,3,-53.5
21:56.3,1000C50YLE000A07QN0,Adpter,3,-52.5
21:56.3,10030C0YLE000A07QU0,Adpter,3,-65
21:56.3,10004C0YLE000A07QM9,Adpter,3,-48
21:56.3,1000C50YLE000A07PW4,Adpter,3,-55
21:56.3,1000C50YLE000A07QE5,Adpter,3,-49
21:56.3,10004C0YLE000A07QM7,Adpter,3,-60
21:56.3,1000C0YL8E000A07PZ8,Adpter,3,-53
21:56.3,10004C0YLE000A07Q44,Adpter,3,-60.5
21:56.3,10030C0YLE000A07QC2,Adpter,3,-57
21:56.3,10004C0YLE000A07QM8,Adpter,3,-47.5
21:56.3,1000C50YLE000A07PW6,Adpter,3,-56.5
21:56.3,1000C0YL8E000A07QH2,Adpter,3,-57
21:56.3,1000C0YL8E000A07QQ8,Adpter,3,-56.5
21:56.3,10030C0YLE000A07QU4,Adpter,3,-63.5
21:56.3,1000C0YLE9000A07Q92,Adpter,3,-62.5
21:56.3,10004C0YLE000A07QD6,Adpter,3,-55.5
21:56.7,1000C50YLE000A07QE7,Adpter,3,-65
21:56.7,10004C0YLE000A07QM8,Adpter,3,-61.5
21:56.7,10004C0YLE000A07QM7,Adpter,3,-62
21:56.7,10004C0YLE000A07QM8,Adpter,3,-63
21:56.7,1000C50YLE000A07QE7,Adpter,3,-63.5
21:56.7,10004C0YLE000A07QM7,Adpter,3,-62
21:56.7,1000C50YLE000A07QE7,Adpter,3,-63
21:56.7,10004C0YLE000A07QM7,Adpter,3,-62
21:56.7,10004C0YLE000A07QM8,Adpter,3,-63.5
21:56.7,1000C50YLE000A07QE7,Adpter,3,-65
21:56.7,10004C0YLE000A07QM7,Adpter,3,-63
21:56.7,10004C0YLE000A07QM8,Adpter,3,-66
21:56.7,10004C0YLE000A07QM7,Adpter,3,-64
21:56.7,1000C50YLE000A07QE7,Adpter,3,-64.5
21:56.7,10004C0YLE000A07QM8,Adpter,3,-66.5
21:58.5,1000C0YLE9000A07Q92,Adpter,3,-65.5
21:58.5,10200C0YLE000A07PT5,Adpter,3,-66
21:59.5,10200C0YLE000A07PT5,Adpter,3,-65.5
21:59.5,10200C0YLE000A07PT5,Adpter,3,-66
22:00.0,10200C0YLE000A07PT5,Adpter,3,-65.5
22:00.0,10200C0YLE000A07PT5,Adpter,3,-65.5
22:00.0,10200C0YLE000A07PT5,Adpter,3,-65.5
22:00.0,10200C0YLE000A07PT5,Adpter,3,-66
22:00.2,10200C0YLE000A07PT5,Adpter,3,-65
22:00.2,10200C0YLE000A07PT5,Adpter,3,-65.5
22:01.0,10200C0YLE000A07PT5,Adpter,3,-65.5
22:01.0,10200C0YLE000A07PT5,Adpter,3,-65.5
22:02.0,10200C0YLE000A07PT5,Adpter,3,-66
