S,Tag,Reader,Antenna,rssi
21:54.9,10200C0YLE000A07PT8,Adpter,3,-58.5
21:54.9,1000C0YLE9000A07Q01,Adpter,3,-60
21:54.9,1000C0YL8E000A07PZ3,Adpter,3,-52
21:54.9,1000C0YL8E000A07PZ9,Adpter,3,-56.5
21:54.9,1000C0YL8E000A07PZ8,Adpter,3,-61
21:54.9,11000C0YLE000A07QS8,Adpter,3,-56
21:54.9,10030C0YLE000A07QU4,Adpter,3,-67
21:54.9,1000C0Y7LE000A07Q78,Adpter,3,-54
21:54.9,10200C0YLE000A07PT7,Adpter,3,-61
21:54.9,1000C0YLE9000A07Q02,Adpter,3,-55.5
21:54.9,1000C50YLE000A07QN0,Adpter,3,-58.5
21:54.9,10004C0YLE000A07QD6,Adpter,3,-63.5
21:54.9,11000C0YLE000A07Q11,Adpter,3,-65.5
21:54.9,10200C0YLE000A07PT4,Adpter,3,-61.5
21:54.9,10200C0YLE000A07PT9,Adpter,3,-57.5
21:54.9,1000C0YL8E000A07PZ8,Adpter,3,-60.5
21:54.9,1000C0YL8E000A07PZ2,Adpter,3,-66.5
21:54.9,1000C0YLE9000A07Q05,Adpter,3,-53
21:54.9,1000C0YLE9000A07Q02,Adpter,3,-56.5
21:54.9,10004C0YLE000A07PV6,Adpter,3,-52
21:54.9,10200C0YLE000A07PT7,Adpter,3,-60.5
21:54.9,1000C0Y7LE000A07Q72,Adpter,3,-57.5
21:54.9,1000C0YLE9000A07Q01,Adpter,3,-63.5
21:54.9,10004C0YLE000A07QD5,Adpter,3,-51
21:54.9,1000C0YLE9000A07Q03,Adpter,3,-53.5
21:54.9,10200C0YLE000A07PT6,Adpter,3,-55.5
21:54.9,1000C06YLE000A07Q65,Adpter,3,-53.5
21:54.9,10004C0YLE000A07Q44,Adpter,3,-64.5
21:54.9,10004C0YLE000A07PV3,Adpter,3,-59
21:54.9,11000C0YLE000A07PS6,Adpter,3,-60
21:54.9,11000C0YLE000A07PS5,Adpter,3,-58
21:54.9,10200C0YLE000A07PT8,Adpter,3,-58.5
21:54.9,1000C0Y7LE000A07Q78,Adpter,3,-55.5
21:54.9,1000C0YL8E000A07PZ3,Adpter,3,-51
21:55.0,10200C0YLE000A07PT5,Adpter,3,-57
21:55.0,10004C0YLE000A07QM8,Adpter,3,-60.5
21:55.0,10004C0YLE000A07PV5,Adpter,3,-50.5
21:55.0,11000C0YLE000A07Q14,Adpter,3,-55.5
21:55.0,11000C0YLE000A07Q18,Adpter,3,-58.5
21:55.0,1000C0YL8E000A07Q83,Adpter,3,-53.5
21:55.0,1000C0Y7LE000A07PY6,Adpter,3,-49.5
21:55.0,10200C0YLE000A07QT1,Adpter,3,-62.5
21:55.0,11000C0YLE000A07PS8,Adpter,3,-53
21:55.0,1000C06YLE000A07Q64,Adpter,3,-55
21:55.0,10200C0YLE000A07QT9,Adpter,3,-54.5
21:55.0,1000C0Y7LE000A07PY7,Adpter,3,-52
21:55.0,10200C0YLE000A07PT4,Adpter,3,-61.5
21:55.0,10004C0YLE000A07QD4,Adpter,3,-54.5
21:55.0,1000C50YLE000A07QE7,Adpter,3,-55.5
21:55.0,1000C0YL8E000A07QQ8,Adpter,3,-59
21:55.0,10004C0YLE000A07QM7,Adpter,3,-64.5
21:55.0,11000C0YLE000A07PS1,Adpter,3,-60
21:55.0,1000C50YLE000A07QN0,Adpter,3,-57.5
21:55.0,1000C0YL8E000A07QQ9,Adpter,3,-65.5
21:55.0,10004C0YLE000A07Q45,Adpter,3,-56.5
21:55.0,1000C0YLE9000A07Q04,Adpter,3,-52.5
21:55.0,11000C0YLE000A07PS7,Adpter,3,-58
21:55.0,1000C0YLE9000A07Q92,Adpter,3,-55
21:55.0,10004C0YLE000A07PV9,Adpter,3,-61.5
21:55.0,1000C0YLE9000A07Q09,Adpter,3,-49.5
21:55.0,10004C0YLE000A07QM9,Adpter,3,-61.5
21:55.0,1000C0YLE9000A07Q06,Adpter,3,-53.5
21:55.0,10004C0YLE000A07QD6,Adpter,3,-62
21:55.0,1000C06YLE000A07QO9,Adpter,3,-60.5
21:55.0,10200C0YLE000A07QT8,Adpter,3,-51
21:55.0,1000C0YL8E000A07PZ9,Adpter,3,-56.5
21:55.0,11000C0YLE000A07Q10,Adpter,3,-53
21:55.0,1000C50YLE000A07QN1,Adpter,3,-61
21:55.0,11000C0YLE000A07QS8,Adpter,3,-54
21:55.0,10030C0YLE000A07QU0,Adpter,3,-59.5
21:55.0,10030C0YLE000A07QU1,Adpter,3,-62
21:55.0,10004C0YLE000A07QM4,Adpter,3,-62.5
21:55.0,1000C0YLE9000A07QR2,Adpter,3,-61
21:55.1,10030C0YLE000A07QU0,Adpter,3,-59.5
21:55.1,1000C06YLE000A07QO8,Adpter,3,-51
21:55.1,1000C0YLE9000A07Q09,Adpter,3,-48.5
21:55.1,10200C0YLE000A07PT6,Adpter,3,-53.5
21:55.1,1000C50YLE000A07QN1,Adpter,3,-61.5
21:55.1,1000C0Y7LE000A07PY7,Adpter,3,-50.5
21:55.1,1000C0Y7LE000A07PY6,Adpter,3,-49.5
21:55.1,11000C0YLE000A07Q16,Adpter,3,-60
21:55.1,11000C0YLE000A07Q10,Adpter,3,-53
21:55.1,1000C0Y7LE000A07Q72,Adpter,3,-58.5
21:55.1,1000C0YLE9000A07Q05,Adpter,3,-50.5
21:55.1,1000C0YLE9000A07Q92,Adpter,3,-53
21:55.1,1000C0YLE9000A07Q06,Adpter,3,-53.5
21:55.1,1000C50YLE000A07PW1,Adpter,3,-54.5
21:55.1,1000C0Y7LE000A07QP0,Adpter,3,-60.5
21:55.1,10200C0YLE000A07PT5,Adpter,3,-62.5
21:55.1,11000C0YLE000A07Q17,Adpter,3,-59
21:55.1,10004C0YLE000A07PV5,Adpter,3,-50.5
21:55.1,10004C0YLE000A07PV3,Adpter,3,-52
21:55.1,11000C0YLE000A07QS8,Adpter,3,-54.5
21:55.1,11000C0YLE000A07PS6,Adpter,3,-54
21:55.1,1000C0YL8E000A07QQ8,Adpter,3,-58
21:55.1,10200C0YLE000A07PT7,Adpter,3,-59.5
21:55.1,11000C0YLE000A07PS7,Adpter,3,-54
21:55.1,10200C0YLE000A07PT4,Adpter,3,-61.5
21:55.1,10030C0YLE000A07PU8,Adpter,3,-65
21:55.1,11000C0YLE000A07QS9,Adpter,3,-57.5
21:55.1,10004C0YLE000A07PV6,Adpter,3,-48
21:55.1,10004C0YLE000A07QD4,Adpter,3,-54
21:55.1,10004C0YLE000A07Q44,Adpter,3,-63
21:55.1,1000C0Y7LE000A07Q78,Adpter,3,-55.5
21:55.1,1000C50YLE000A07QE7,Adpter,3,-58.5
21:55.1,11000C0YLE000A07PS5,Adpter,3,-57
21:55.1,1000C0YL8E000A07PZ8,Adpter,3,-56.5
21:55.1,1000C06YLE000A07Q64,Adpter,3,-54.5
21:55.1,1000C0YL8E000A07PZ3,Adpter,3,-48.5
21:55.1,10200C0YLE000A07QT8,Adpter,3,-50
21:55.1,10200C0YLE000A07QT9,Adpter,3,-53.5
21:55.1,10004C0YLE000A07Q45,Adpter,3,-58.5
21:55.1,1000C06YLE000A07QO9,Adpter,3,-53
21:55.1,10004C0YLE000A07QD5,Adpter,3,-56
21:55.2,1000C0YLE9000A07Q03,Adpter,3,-55
21:55.2,1000C0Y7LE000A07PY0,Adpter,3,-60
21:55.2,1000C06YLE000A07PX2,Adpter,3,-65.5
21:55.2,1000C0YL8E000A07Q83,Adpter,3,-61
21:55.2,1000C0YL8E000A07Q81,Adpter,3,-63.5
21:55.2,1000C0YLE9000A07Q04,Adpter,3,-50
21:55.2,1000C0Y7LE000A07Q79,Adpter,3,-51
21:55.2,10030C0YLE000A07QU1,Adpter,3,-60.5
21:55.2,11000C0YLE000A07Q14,Adpter,3,-55.5
21:55.2,11000C0YLE000A07Q15,Adpter,3,-63
21:55.2,10200C0YLE000A07QT1,Adpter,3,-58
21:55.2,11000C0YLE000A07PS8,Adpter,3,-51.5
21:55.2,1000C0YLE9000A07QR2,Adpter,3,-58.5
21:55.2,10200C0YLE000A07PT8,Adpter,3,-62
21:55.2,1000C06YLE000A07Q65,Adpter,3,-60
21:55.2,1000C50YLE000A07QN0,Adpter,3,-60
21:55.2,1000C0YL8E000A07Q88,Adpter,3,-58
21:55.2,1000C0YLE9000A07Q01,Adpter,3,-58
21:55.2,11000C0YLE000A07PS9,Adpter,3,-55.5
21:55.2,1000C0Y7LE000A07PY4,Adpter,3,-57.5
21:55.2,1000C0YLE9000A07Q02,Adpter,3,-61.5
21:55.2,1000C50YLE000A07PW4,Adpter,3,-63.5
21:55.2,10004C0YLE000A07QM8,Adpter,3,-64.5
21:55.2,10004C0YLE000A07QM4,Adpter,3,-63
21:55.2,1000C0YL8E000A07PZ9,Adpter,3,-61
21:55.2,1000C0YLE9000A07Q99,Adpter,3,-65.5
21:55.2,1000C0YL8E000A07Q82,Adpter,3,-59.5
21:55.2,10004C0YLE000A07Q48,Adpter,3,-65
21:55.3,11000C0YLE000A07PS1,Adpter,3,-58
21:55.3,1000C0YL8E000A07PZ6,Adpter,3,-64
21:55.3,1000C06YLE000A07QF1,Adpter,3,-63.5
21:55.3,1000C06YLE000A07Q68,Adpter,3,-64.5
21:55.3,1000C0Y7LE000A07Q75,Adpter,3,-63.5
21:55.3,10200C0YLE000A07QT0,Adpter,3,-63.5
21:55.3,10200C0YLE000A07PT1,Adpter,3,-63
21:55.3,1000C06YLE000A07Q69,Adpter,3,-65.5
21:55.3,10004C0YLE000A07QD6,Adpter,3,-61.5
21:55.3,1000C0YLE9000A07Q97,Adpter,3,-66
21:55.3,10030C0YLE000A07QU3,Adpter,3,-66
21:55.3,1000C0YL8E000A07PZ2,Adpter,3,-66
21:55.3,1000C50YLE000A07PW0,Adpter,3,-66.5
21:55.3,10004C0YLE000A07PV9,Adpter,3,-65
21:55.3,10004C0YLE000A07QM9,Adpter,3,-68.5
21:55.3,1000C06YLE000A07Q69,Adpter,3,-62.5
21:55.3,1000C0YLE9000A07Q03,Adpter,3,-50.5
21:55.3,10004C0YLE000A07PV5,Adpter,3,-50
21:55.3,10004C0YLE000A07QD5,Adpter,3,-50.5
21:55.3,1000C0Y7LE000A07PY7,Adpter,3,-48.5
21:55.3,11000C0YLE000A07Q10,Adpter,3,-51.5
21:55.3,1000C06YLE000A07QO9,Adpter,3,-49
21:55.3,11000C0YLE000A07PS8,Adpter,3,-51
21:55.3,11000C0YLE000A07PS0,Adpter,3,-58.5
21:55.3,10200C0YLE000A07QT3,Adpter,3,-61
21:55.3,10004C0YLE000A07Q48,Adpter,3,-65.5
21:55.3,10004C0YLE000A07Q44,Adpter,3,-62
21:55.3,1000C0YLE9000A07Q04,Adpter,3,-48.5
21:55.3,10004C0YLE000A07QD6,Adpter,3,-59
21:55.3,10004C0YLE000A07PV6,Adpter,3,-46.5
21:55.3,1000C50YLE000A07QE7,Adpter,3,-53.5
21:55.3,11000C0YLE000A07PS1,Adpter,3,-54.5
21:55.3,1000C0Y7LE000A07Q77,Adpter,3,-63
21:55.3,11000C0YLE000A07QS8,Adpter,3,-49.5
21:55.3,1000C06YLE000A07Q65,Adpter,3,-52
21:55.3,1000C50YLE000A07PW8,Adpter,3,-59.5
21:55.3,1000C0YLE9000A07Q01,Adpter,3,-55
21:55.3,1000C50YLE000A07PW4,Adpter,3,-55
21:55.3,10200C0YLE000A07QT8,Adpter,3,-49
21:55.3,10200C0YLE000A07PT6,Adpter,3,-55.5
21:55.3,1000C0Y7LE000A07QP5,Adpter,3,-65.5
21:55.3,1000C0YL8E000A07PZ8,Adpter,3,-53
21:55.3,1000C0YLE9000A07Q92,Adpter,3,-47
21:55.3,1000C0YLE9000A07Q08,Adpter,3,-63
21:55.3,11000C0YLE000A07Q14,Adpter,3,-58
21:55.3,11000C0YLE000A07Q16,Adpter,3,-60
21:55.3,1000C0YLE9000A07Q05,Adpter,3,-49.5
21:55.3,1000C0YL8E000A07Q84,Adpter,3,-54
21:55.3,1000C0Y7LE000A07PY6,Adpter,3,-48.5
21:55.3,1000C50YLE000A07PW1,Adpter,3,-49
21:55.3,10004C0YLE000A07QD4,Adpter,3,-60
21:55.3,11000C0YLE000A07PS6,Adpter,3,-53.5
21:55.3,10030C0YLE000A07QU0,Adpter,3,-61.5
21:55.3,1000C0YL8E000A07Q82,Adpter,3,-58.5
21:55.3,10200C0YLE000A07PT8,Adpter,3,-62.5
21:55.3,11000C0YLE000A07PS7,Adpter,3,-55.5
21:55.3,10030C0YLE000A07QU4,Adpter,3,-60.5
21:55.3,10004C0YLE000A07PV9,Adpter,3,-58.5
21:55.3,1000C0YLE9000A07Q07,Adpter,3,-50.5
21:55.3,11000C0YLE000A07Q19,Adpter,3,-51
21:55.3,1000C0YL8E000A07QH5,Adpter,3,-58.5
21:55.3,11000C0YLE000A07PS5,Adpter,3,-54.5
21:55.3,1000C0YL8E000A07PZ9,Adpter,3,-55
21:55.3,10004C0YLE000A07QM9,Adpter,3,-65.5
21:55.3,10200C0YLE000A07QT9,Adpter,3,-54.5
21:55.3,11000C0YLE000A07QS9,Adpter,3,-52
21:55.3,1000C0YLE9000A07Q97,Adpter,3,-63.5
21:55.3,1000C0YL8E000A07Q81,Adpter,3,-62
21:55.3,11000C0YLE000A07Q17,Adpter,3,-54
21:55.3,10200C0YLE000A07PT5,Adpter,3,-57
21:55.3,1000C0YL8E000A07Q85,Adpter,3,-55
21:55.3,1000C0YL8E000A07PZ3,Adpter,3,-47.5
21:55.3,1000C0Y7LE000A07PY0,Adpter,3,-56.5
21:55.3,1000C0YLE9000A07Q06,Adpter,3,-51.5
21:55.3,10200C0YLE000A07QT1,Adpter,3,-58
21:55.3,10004C0YLE000A07PV3,Adpter,3,-50.5
21:55.3,10200C0YLE000A07PT1,Adpter,3,-60
21:55.3,1000C0YLE9000A07Q00,Adpter,3,-51
21:55.3,1000C06YLE000A07Q64,Adpter,3,-65.5
21:55.3,1000C0YLE9000A07Q09,Adpter,3,-47
21:55.3,10200C0YLE000A07QT0,Adpter,3,-62
21:55.3,1000C06YLE000A07QO8,Adpter,3,-53
21:55.3,11000C0YLE000A07PS9,Adpter,3,-53.5
21:55.3,10030C0YLE000A07QU1,Adpter,3,-55.5
21:55.3,10200C0YLE000A07PT7,Adpter,3,-65.5
21:55.3,1000C0YL8E000A07QH4,Adpter,3,-60.5
21:55.3,1000C0YLE9000A07QR2,Adpter,3,-56
21:55.3,1000C50YLE000A07PW0,Adpter,3,-59.5
21:55.3,1000C0Y7LE000A07Q73,Adpter,3,-47.5
21:55.3,10030C0YLE000A07PU8,Adpter,3,-64.5
21:55.3,1000C0YLE9000A07Q96,Adpter,3,-64
21:55.3,1000C0Y7LE000A07PY4,Adpter,3,-60
21:55.3,1000C0YLE9000A07Q91,Adpter,3,-64.5
21:55.3,1000C0Y7LE000A07Q79,Adpter,3,-46.5
21:55.3,1000C0Y7LE000A07Q78,Adpter,3,-48
21:55.3,10200C0YLE000A07PT4,Adpter,3,-53
21:55.3,10004C0YLE000A07QM8,Adpter,3,-64
21:55.3,1000C06YLE000A07Q68,Adpter,3,-58
21:55.3,11000C0YLE000A07PS4,Adpter,3,-53
21:55.3,1000C0Y7LE000A07Q72,Adpter,3,-49.5
21:55.3,1000C0YLE9000A07Q02,Adpter,3,-52
21:55.3,1000C0Y7LE000A07QG6,Adpter,3,-61
21:55.3,11000C0YLE000A07Q11,Adpter,3,-64.5
21:55.3,1000C50YLE000A07QN1,Adpter,3,-56.5
21:55.3,1000C0Y7LE000A07QP0,Adpter,3,-53
21:55.3,1000C0YL8E000A07QQ8,Adpter,3,-51
21:55.3,1000C0YL8E000A07PZ6,Adpter,3,-61.5
21:55.5,1000C50YLE000A07QN0,Adpter,3,-61
21:55.5,10004C0YLE000A07QM4,Adpter,3,-62
21:55.5,1000C06YLE000A07QF1,Adpter,3,-66
21:55.5,1000C0YL8E000A07Q88,Adpter,3,-62
21:55.5,11000C0YLE000A07Q15,Adpter,3,-57.5
21:55.5,1000C0Y7LE000A07Q75,Adpter,3,-65
21:55.5,1000C06YLE000A07PX2,Adpter,3,-65.5
21:55.5,10030C0YLE000A07QU3,Adpter,3,-66
21:55.5,11000C0YLE000A07PS2,Adpter,3,-65
21:55.5,1000C0YLE9000A07Q99,Adpter,3,-66
21:55.5,10030C0YLE000A07QC5,Adpter,3,-61
21:55.5,1000C0YL8E000A07PZ2,Adpter,3,-64.5
21:55.5,10200C0YLE000A07QT9,Adpter,3,-54.5
21:55.5,1000C0Y7LE000A07PY7,Adpter,3,-48
21:55.5,1000C0YLE9000A07Q05,Adpter,3,-49
21:55.5,10004C0YLE000A07PV3,Adpter,3,-50.5
21:55.5,1000C0YL8E000A07PZ3,Adpter,3,-47.5
21:55.5,1000C50YLE000A07PW4,Adpter,3,-53
21:55.5,1000C0YLE9000A07Q09,Adpter,3,-46.5
21:55.5,1000C50YLE000A07QN1,Adpter,3,-55
21:55.5,1000C0YLE9000A07Q92,Adpter,3,-44
21:55.5,1000C0Y7LE000A07PY0,Adpter,3,-54.5
21:55.5,11000C0YLE000A07PS1,Adpter,3,-51.5
21:55.5,1000C0YL8E000A07QQ8,Adpter,3,-47.5
21:55.5,11000C0YLE000A07PS4,Adpter,3,-50.5
21:55.5,1000C0Y7LE000A07QP1,Adpter,3,-65
21:55.5,1000C0YLE9000A07Q03,Adpter,3,-48
21:55.5,1000C50YLE000A07QN0,Adpter,3,-62
21:55.5,1000C0Y7LE000A07Q73,Adpter,3,-44
21:55.5,10200C0YLE000A07QT1,Adpter,3,-59.5
21:55.5,1000C0Y7LE000A07QG9,Adpter,3,-54.5
21:55.5,10004C0YLE000A07QM9,Adpter,3,-63
21:55.5,1000C0YLE9000A07Q04,Adpter,3,-47.5
21:55.5,11000C0YLE000A07Q11,Adpter,3,-64.5
21:55.5,11000C0YLE000A07PS7,Adpter,3,-54.5
21:55.5,11000C0YLE000A07Q16,Adpter,3,-58.5
21:55.5,1000C0Y7LE000A07Q72,Adpter,3,-45.5
21:55.5,10200C0YLE000A07PT4,Adpter,3,-50.5
21:55.5,1000C0YLE9000A07Q01,Adpter,3,-49
21:55.5,1000C0YLE9000A07QR2,Adpter,3,-56.5
21:55.5,1000C0Y7LE000A07QP0,Adpter,3,-50
21:55.5,1000C0YL8E000A07Q82,Adpter,3,-59.5
21:55.5,10004C0YLE000A07PV6,Adpter,3,-46.5
21:55.5,1000C06YLE000A07QO8,Adpter,3,-57.5
21:55.5,1000C50YLE000A07PW1,Adpter,3,-47
21:55.5,11000C0YLE000A07QS8,Adpter,3,-48.5
21:55.5,10004C0YLE000A07PV5,Adpter,3,-50
21:55.5,1000C0Y7LE000A07Q79,Adpter,3,-44
21:55.5,11000C0YLE000A07Q19,Adpter,3,-49.5
21:55.5,1000C0Y7LE000A07Q78,Adpter,3,-45.5
21:55.5,10004C0YLE000A07QM7,Adpter,3,-59.5
21:55.5,1000C50YLE000A07PW8,Adpter,3,-56.5
21:55.5,10030C0YLE000A07QU1,Adpter,3,-56.5
21:55.5,11000C0YLE000A07PS9,Adpter,3,-58
21:55.5,10004C0YLE000A07QD5,Adpter,3,-46.5
21:55.5,1000C0YLE9000A07Q07,Adpter,3,-52
21:55.5,10004C0YLE000A07QM8,Adpter,3,-58.5
21:55.5,11000C0YLE000A07PS0,Adpter,3,-51.5
21:55.5,1000C06YLE000A07QO9,Adpter,3,-45.5
21:55.5,1000C06YLE000A07Q69,Adpter,3,-58
21:55.5,10004C0YLE000A07QD6,Adpter,3,-52.5
21:55.5,1000C0YL8E000A07Q84,Adpter,3,-49
21:55.5,1000C0Y7LE000A07QG7,Adpter,3,-61.5
21:55.5,11000C0YLE000A07QS9,Adpter,3,-46
21:55.5,1000C0YLE9000A07QI2,Adpter,3,-65
21:55.5,1000C0Y7LE000A07Q71,Adpter,3,-61
21:55.5,1000C0Y7LE000A07PY6,Adpter,3,-49
21:55.5,1000C0YLE9000A07Q00,Adpter,3,-47.5
21:55.5,1000C06YLE000A07Q68,Adpter,3,-55.5
21:55.5,1000C06YLE000A07Q65,Adpter,3,-44
21:55.5,1000C0YLE9000A07Q99,Adpter,3,-66
21:55.5,1000C50YLE000A07QE7,Adpter,3,-48.5
21:55.5,1000C0YLE9000A07Q02,Adpter,3,-51
21:55.5,11000C0YLE000A07Q10,Adpter,3,-50.5
21:55.5,10200C0YLE000A07PT6,Adpter,3,-57
21:55.5,10030C0YLE000A07QU0,Adpter,3,-62
21:55.5,11000C0YLE000A07PS5,Adpter,3,-53
21:55.5,1000C0Y7LE000A07Q77,Adpter,3,-49.5
21:55.5,10030C0YLE000A07PU8,Adpter,3,-64.5
21:55.5,11000C0YLE000A07PS2,Adpter,3,-63.5
21:55.5,1000C50YLE000A07PW5,Adpter,3,-67
21:55.5,11000C0YLE000A07PS6,Adpter,3,-52
21:55.5,1000C50YLE000A07PW0,Adpter,3,-49.5
21:55.5,1000C0YL8E000A07Q85,Adpter,3,-52
21:55.5,1000C0YL8E000A07QH4,Adpter,3,-55
21:55.5,11000C0YLE000A07Q18,Adpter,3,-55.5
21:55.5,10200C0YLE000A07QT8,Adpter,3,-47.5
21:55.5,1000C0Y7LE000A07QP5,Adpter,3,-58.5
21:55.5,1000C0YL8E000A07PZ6,Adpter,3,-57
21:55.5,1000C50YLE000A07QE9,Adpter,3,-66
21:55.5,11000C0YLE000A07PS8,Adpter,3,-49
21:55.5,1000C0YLE9000A07Q06,Adpter,3,-52
21:55.5,11000C0YLE000A07Q17,Adpter,3,-58
21:55.5,11000C0YLE000A07QJ6,Adpter,3,-63
21:55.5,10200C0YLE000A07QT3,Adpter,3,-61
21:55.5,1000C0YL8E000A07QH5,Adpter,3,-55
21:55.5,1000C0YLE9000A07Q97,Adpter,3,-56
21:55.5,1000C0YL8E000A07PZ4,Adpter,3,-65
21:55.5,1000C0YL8E000A07PZ9,Adpter,3,-51.5
21:55.5,10200C0YLE000A07QT0,Adpter,3,-53
21:55.5,1000C0YL8E000A07QQ9,Adpter,3,-53
21:55.5,1000C0Y7LE000A07QP7,Adpter,3,-66
21:55.5,10030C0YLE000A07QU4,Adpter,3,-54
21:55.6,10030C0YLE000A07PU1,Adpter,3,-59
21:55.6,10200C0YLE000A07PT1,Adpter,3,-52.5
21:55.6,10030C0YLE000A07QC2,Adpter,3,-57
21:55.6,10200C0YLE000A07QT7,Adpter,3,-61
21:55.6,10004C0YLE000A07QM4,Adpter,3,-61.5
21:55.6,1000C06YLE000A07QF0,Adpter,3,-60.5
21:55.6,1000C0YL8E000A07Q89,Adpter,3,-64.5
21:55.6,10200C0YLE000A07QB9,Adpter,3,-59.5
21:55.6,1000C0YL8E000A07Q81,Adpter,3,-64
21:55.6,10030C0YLE000A07QC5,Adpter,3,-60.5
21:55.6,10004C0YLE000A07PV9,Adpter,3,-59
21:55.6,1000C06YLE000A07QF1,Adpter,3,-57.5
21:55.6,1000C0YL8E000A07QH2,Adpter,3,-57.5
21:55.6,1000C0YL8E000A07PZ8,Adpter,3,-51
21:55.6,10200C0YLE000A07PT5,Adpter,3,-58
21:55.6,10030C0YLE000A07Q35,Adpter,3,-59.5
21:55.6,1000C0YLE9000A07Q91,Adpter,3,-59.5
21:55.6,1000C0YLE9000A07Q96,Adpter,3,-59.5
21:55.6,1000C06YLE000A07PX1,Adpter,3,-67
21:55.6,11000C0YLE000A07Q14,Adpter,3,-57.5
21:55.6,10004C0YLE000A07Q48,Adpter,3,-64
21:55.6,10004C0YLE000A07Q44,Adpter,3,-59
21:55.6,10004C0YLE000A07QD9,Adpter,3,-64
21:55.6,1000C0YL8E000A07Q88,Adpter,3,-62.5
21:55.6,1000C50YLE000A07QE8,Adpter,3,-65
21:55.6,11000C0YLE000A07Q15,Adpter,3,-57
21:55.6,1000C0Y7LE000A07Q75,Adpter,3,-65.5
21:55.6,10004C0YLE000A07Q44,Adpter,3,-59
21:55.6,10004C0YLE000A07Q44,Adpter,3,-59.5
21:55.6,1000C50YLE000A07PW0,Adpter,3,-47.5
21:55.6,10004C0YLE000A07QD5,Adpter,3,-44.5
21:55.6,1000C0Y7LE000A07Q79,Adpter,3,-41.5
21:55.6,10200C0YLE000A07QB9,Adpter,3,-57.5
21:55.6,10004C0YLE000A07PV6,Adpter,3,-49
21:55.6,1000C0YL8E000A07PZ4,Adpter,3,-66.5
21:55.6,1000C50YLE000A07PW4,Adpter,3,-47.5
21:55.6,11000C0YLE000A07PS4,Adpter,3,-49
21:55.6,10200C0YLE000A07QT1,Adpter,3,-60
21:55.6,1000C0Y7LE000A07Q72,Adpter,3,-44.5
21:55.6,10030C0YLE000A07QC0,Adpter,3,-55.5
21:55.6,11000C0YLE000A07PS1,Adpter,3,-49
21:55.6,11000C0YLE000A07Q19,Adpter,3,-47.5
21:55.6,1000C0YLE9000A07Q02,Adpter,3,-48
21:55.6,1000C0YLE9000A07Q01,Adpter,3,-47.5
21:55.6,1000C06YLE000A07QF1,Adpter,3,-56.5
21:55.6,10200C0YLE000A07PT6,Adpter,3,-62
21:55.6,1000C50YLE000A07QN1,Adpter,3,-56.5
21:55.6,1000C06YLE000A07Q65,Adpter,3,-43
21:55.6,1000C50YLE000A07PW8,Adpter,3,-52.5
21:55.6,11000C0YLE000A07QS9,Adpter,3,-45
21:55.6,1000C06YLE000A07Q68,Adpter,3,-54.5
21:55.6,1000C0Y7LE000A07Q77,Adpter,3,-49.5
21:55.6,1000C0YL8E000A07PZ6,Adpter,3,-57
21:55.6,10004C0YLE000A07Q48,Adpter,3,-62
21:55.6,1000C0Y7LE000A07Q71,Adpter,3,-60
21:55.6,1000C0YL8E000A07PZ3,Adpter,3,-53.5
21:55.6,10004C0YLE000A07QM8,Adpter,3,-50.5
21:55.6,1000C06YLE000A07QF4,Adpter,3,-50.5
21:55.6,1000C0Y7LE000A07PY6,Adpter,3,-52
21:55.6,1000C0YL8E000A07QQ9,Adpter,3,-52
21:55.6,1000C0YL8E000A07QQ8,Adpter,3,-45.5
21:55.6,10004C0YLE000A07QM7,Adpter,3,-53.5
21:55.6,1000C0YLE9000A07Q00,Adpter,3,-48
21:55.6,1000C50YLE000A07PW1,Adpter,3,-45.5
21:55.6,1000C0Y7LE000A07Q73,Adpter,3,-42
21:55.6,11000C0YLE000A07PS7,Adpter,3,-55
21:55.6,11000C0YLE000A07PS8,Adpter,3,-51
21:55.6,11000C0YLE000A07QS8,Adpter,3,-54
21:55.6,11000C0YLE000A07Q15,Adpter,3,-57
21:55.6,1000C0YLE9000A07Q92,Adpter,3,-43
21:55.6,10200C0YLE000A07QT0,Adpter,3,-51.5
21:55.6,10004C0YLE000A07QD6,Adpter,3,-48.5
21:55.6,11000C0YLE000A07PS0,Adpter,3,-49.5
21:55.6,10030C0YLE000A07QU7,Adpter,3,-54.5
21:55.6,1000C0Y7LE000A07Q78,Adpter,3,-46
21:55.6,1000C0Y7LE000A07QG9,Adpter,3,-51.5
21:55.6,10004C0YLE000A07QM9,Adpter,3,-56.5
21:55.6,10004C0YLE000A07Q45,Adpter,3,-59.5
21:55.6,1000C0YL8E000A07QH2,Adpter,3,-55
21:55.6,10200C0YLE000A07QK7,Adpter,3,-49
21:55.6,1000C0Y7LE000A07QP0,Adpter,3,-50.5
21:55.6,1000C0YL8E000A07QH5,Adpter,3,-54
21:55.6,1000C50YLE000A07Q59,Adpter,3,-46.5
21:55.6,1000C0YL8E000A07QQ2,Adpter,3,-54
21:55.6,1000C0YL8E000A07QH0,Adpter,3,-52.5
21:55.7,10030C0YLE000A07PU8,Adpter,3,-64
21:55.7,11000C0YLE000A07Q10,Adpter,3,-57.5
21:55.7,1000C50YLE000A07QE7,Adpter,3,-44
21:55.7,1000C50YLE000A07Q52,Adpter,3,-64
21:55.7,10200C0YLE000A07Q23,Adpter,3,-60.5
